run_id,conflict_id,plan_a,plan_b,cell_x,cell_y,cell_z,P_schedule,P_speed,P_reroute,sampled_strategy,actor_gene,selected_actor,stage2_generation,record_type
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,17,6,92,17,51,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.968129864188164,92,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,18,31,32,36,45,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.9644909119400396,32,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,19,7,27,35,46,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.9606553790745096,27,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,20,8,30,28,54,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.9566232844581108,30,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,21,8,56,13,38,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.952394647924237,56,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,22,9,63,29,4,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.9479694902730529,63,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,23,52,77,14,21,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.943347833271389,77,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,24,10,57,37,4,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.9385296996526336,57,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,25,11,82,35,45,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.9335151131166128,82,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,26,13,23,37,36,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.928304098329491,23,1,generation_best
